LandProvince;SeaZone;x;y;
4675;14636;9610;4188;
4676;14775;11831;3453;
4685;15061;9175;4461;
4693;14610;13529;3855;
4694;14659;8692;4372;
4701;14885;13257;2467;
4705;15032;4270;3495;
4712;14591;7857;2979;
4714;14594;5842;1356;
4715;14434;11668;3223;
4716;14457;6465;2574;
4717;14457;6511;2547;
4718;14401;8512;4756;
4720;14862;4589;2822;
4723;15031;4917;3769;
4725;15010;9783;4076;
4729;14491;14677;4900;
4730;14437;7694;3071;
4731;14887;4251;3316;
4735;14577;5859;2772;
4742;14949;15860;769;
4746;14492;4673;3028;
4758;14419;6603;2417;
4759;14930;9737;4374;
4760;14415;13007;2534;
4767;14679;3799;3679;
4780;14972;8366;3075;
4784;14798;13725;4178;
4785;14505;5253;915;
4793;14524;4413;3799;
4795;14496;13082;3529;
4807;14492;4635;3116;
4808;14591;7921;3004;
4812;14885;13424;2389;
4813;14606;13719;4097;
4827;14340;6141;2704;
4829;14912;8794;2334;
4843;15008;14843;2519;
4844;14962;14509;1157;
4845;14608;5775;1253;
4851;14635;6338;1826;
4854;14480;5452;417;
4855;14664;11482;3789;
4856;14443;14118;4223;
4858;14614;8105;4926;
4861;14664;11513;3636;
4862;14748;14416;4335;
4863;14440;9494;4788;
4867;15046;4693;3680;
4869;14982;4502;4676;
4870;15051;8599;5249;
4871;14999;7908;4366;
4878;14911;11280;3865;
4882;14328;5977;1552;
4885;14397;2547;4804;
4890;14806;8046;5198;
4893;15001;12858;2869;
4894;14739;9185;5953;
4898;14567;10560;3862;
4905;14682;10219;3360;
4907;14610;13556;3889;
4911;14772;13038;3239;
4916;14387;12748;2889;
4926;14828;8595;2986;
4939;14419;6597;2474;
4944;14645;13876;2363;
4949;14387;12760;3004;
4956;14421;8168;4819;
4958;14771;5085;272;
4961;14972;8395;3063;
4962;14756;8210;5026;
4968;14924;13598;4556;
4975;14667;9417;4555;
4977;14924;13696;4490;
4978;14857;3551;3592;
4979;14664;11525;3556;
4988;14524;4484;3784;
4992;15074;15045;2336;
4995;14734;13563;3184;
4996;14975;12737;2759;
4999;14828;8577;2992;
5009;14628;4487;3951;
5011;14526;4754;4578;
5018;14738;14912;1049;
5019;14715;4601;2393;
5032;14607;8076;5124;
5038;14492;4627;3131;
5040;15001;12901;2900;
5047;14846;9985;3771;
5051;14916;8070;4981;
5059;14635;6253;1732;
5064;14400;14274;2618;
5067;14718;3316;3873;
5068;14463;12875;3309;
5072;14748;14440;4358;
5083;15048;9275;5447;
5096;15011;14029;2626;
5097;14459;4680;2240;
5100;14777;8445;5553;
5102;14584;9580;5532;
5104;15052;13710;2796;
5106;14419;6605;2444;
5108;14924;13634;4591;
5111;14675;4530;4037;
5113;14550;3964;5362;
5124;15065;8820;4650;
5128;14321;13637;3970;
5129;14715;4629;2331;
5130;14490;8841;1769;
5131;14392;13119;2420;
5148;14577;5865;2753;
5149;14492;4658;3090;
5156;14577;5894;2856;
5158;14721;4890;1157;
5161;14683;12690;3308;
5168;14889;8065;4749;
5169;14946;4832;687;
5171;14565;13899;2081;
5172;14754;8782;2435;
5178;15001;12897;2739;
5181;14642;8970;4617;
5183;14836;2559;4976;
5186;14718;3384;3790;
5192;14984;8826;5226;
5195;14765;5076;4800;
5198;14724;5133;4999;
5207;14667;9301;4637;
5215;14346;2968;4182;
5217;14914;4694;3593;
5223;14982;4394;4669;
5229;14734;13516;3078;
5243;14776;9976;2013;
5257;14688;4675;3750;
5262;14857;3436;3646;
5263;14529;11827;3097;
5266;14396;10306;2050;
5274;14371;9677;1523;
5277;15047;4901;3603;
5291;14942;13122;3277;
5303;14968;13961;4412;
5309;14679;3807;3655;
5314;14529;11837;3191;
5316;14504;8211;5176;
5319;14770;9276;4496;
5321;14582;8825;4503;
5334;14938;8917;4658;
5335;14659;8672;4432;
5348;14826;14801;4754;
5360;14504;8230;5183;
5361;14535;8547;4450;
5369;15025;5454;3164;
5372;14622;13893;3052;
5376;14419;6534;2302;
5379;14555;7507;3283;
5383;14330;13940;2421;
5386;14557;8208;3041;
5387;14803;13240;3672;
5389;14328;5957;1467;
5398;14341;15519;2369;
5405;14594;5885;1373;
5406;15072;4234;3701;
5411;14505;5338;909;
5422;14614;8081;4931;
5430;14642;9032;4598;
5433;14439;8887;4794;
5438;14854;8330;4718;
5439;14659;8666;4419;
5447;14582;8881;4602;
5453;14373;4456;4848;
5455;14611;14080;4629;
5471;14756;8258;5054;
5489;14496;13072;3539;
5493;14962;14436;1136;
5496;14828;8612;2956;
5501;14635;6321;1796;
5505;14745;13349;3818;
5507;14828;8534;2981;
5510;15027;12004;3601;
5513;14908;4808;688;
5519;14685;13004;2643;
5522;14683;12685;3275;
5531;14891;14179;4286;
5535;14877;14016;3979;
5541;14607;7847;5145;
5544;14359;9189;5527;
5550;14838;7822;4462;
5551;15031;4960;3679;
5552;15024;9784;4815;
5555;14667;9301;4508;
5559;14373;4369;4842;
5561;14332;9118;5260;
5563;14671;14399;5303;
5564;14836;2618;4980;
5567;14416;10396;4862;
5581;15005;9034;5481;
5585;14967;13884;4578;
5587;14439;8876;4777;
5589;14930;9833;4348;
5595;15012;13632;4347;
5600;14937;3400;3707;
5606;14856;9178;4271;
5608;14602;4924;3193;
5617;14654;10404;3027;
5619;14885;13338;2447;
5628;15011;14072;2638;
5632;14682;10265;3382;
5634;14337;9432;4450;
5649;14601;4262;4695;
5650;14345;14171;4727;
5657;14880;9882;4646;
5664;14416;10486;4459;
5665;14880;9783;4684;
5691;14857;3498;3603;
5694;14731;3011;4003;
5698;14806;8053;5273;
5717;14416;10511;4913;
5721;14723;4352;3783;
5722;15071;4621;3783;
5724;14681;3104;3982;
5725;14481;4066;3662;
5726;15032;4187;3623;
5727;14458;12740;3327;
5728;14507;14942;1853;
5738;14559;5159;3256;
5744;14795;16071;892;
5745;14664;11503;3698;
5746;14775;11835;3413;
5750;14654;10373;2981;
5751;15032;4174;3581;
5755;14457;6481;2561;
5759;14387;12806;2903;
5772;14693;8579;5346;
5791;14404;4516;4067;
5792;15024;9750;4800;
5804;14336;9916;4855;
5805;14612;9726;4860;
5810;14440;9466;4741;
5823;14584;9625;5500;
5826;14567;10482;3934;
5840;14360;14784;3391;
5842;14959;10285;1624;
5844;14778;10036;3686;
5848;14492;4646;3149;
5851;14505;5167;724;
5853;14901;4983;376;
5854;14987;14095;2132;
5859;14953;4938;1316;
5863;14594;5853;1379;
5864;14705;15174;1449;
5871;14375;3975;3455;
5874;14697;3627;3551;
5875;14521;4677;4518;
5876;14621;1050;5458;
5878;14898;8625;2686;
5879;14817;9923;5682;
5883;14791;8679;5243;
5893;14868;9296;5771;
5902;15061;9180;4452;
5904;14886;9438;5530;
5911;14791;8765;5247;
5932;14667;9420;4570;
5935;14373;4341;4852;
5949;14399;4724;3188;
5953;14825;13826;3144;
5954;14772;13023;3208;
5958;14596;13483;2658;
5970;14608;5733;1205;
5971;14447;14146;2763;
5972;14496;13007;3619;
5979;15041;13733;3883;
5985;14642;9092;4577;
5989;14601;4195;4820;
5993;14337;9410;4489;
6008;14985;8665;4723;
6017;14434;11641;3281;
6025;14440;9473;4665;
6029;14378;7878;5596;
6034;14342;8050;5456;
6035;14888;10722;4000;
6036;14534;14667;5099;
6037;14756;8206;5086;
6042;14927;4443;4040;
6055;14836;2583;5026;
6056;14995;8273;4436;
6058;14416;10432;4639;
6060;14416;10643;4691;
6062;14521;4701;4468;
6064;14636;9544;4186;
6065;14669;7428;3473;
6066;14683;12668;3183;
6070;14492;4585;3186;
6071;14692;12949;2519;
6074;14414;15904;655;
6079;15075;5;2011;
6081;14636;9589;4201;
6094;14900;10038;2141;
6100;14868;9324;5726;
6102;14766;11064;3924;
6105;14697;3659;3535;
6118;14493;8450;5180;
6126;14952;10856;3847;
6131;14373;4433;4755;
6135;14439;8814;4745;
6145;14455;8675;5490;
6150;14673;9588;4452;
6153;14938;8987;4733;
6156;14849;8364;5114;
6159;14526;4818;4625;
6161;14836;2610;4929;
6162;14586;4722;4754;
6163;14338;9784;5633;
6167;15024;9849;4833;
6171;14667;9231;4556;
6174;14667;9240;4565;
6175;14493;8421;5170;
6182;14387;12600;3012;
6184;14463;12975;3224;
6186;14340;6273;2645;
6187;14919;13195;3707;
6191;14738;15024;1139;
6192;14555;7550;3237;
6193;14419;6561;2338;
6194;15057;14748;957;
6198;14891;14218;4338;
6205;14938;8840;4703;
6208;14597;5000;1872;
6210;14575;2728;4319;
6213;14504;8193;5180;
6215;14404;4510;4093;
6216;14965;3111;3893;
6217;14610;13661;3852;
6224;14330;14091;2416;
6229;15051;8604;5235;
6245;14679;3857;3624;
6253;14867;9508;4609;
6255;14889;8047;4746;
6260;14616;5520;5100;
6261;14575;2841;4294;
6263;14321;13606;3925;
6267;14924;13738;4637;
6270;14724;4961;4904;
6272;14765;5196;4834;
6274;14806;7901;5226;
6285;14963;10086;4708;
6288;14507;15005;1748;
6289;14418;9531;1332;
6290;14794;5117;316;
6299;14430;9909;637;
6300;14946;4834;812;
6301;14505;5231;805;
6303;14620;16184;1085;
6306;14962;14565;1068;
6309;14916;8014;4987;
6310;14620;16234;1048;
6311;14697;3643;3545;
6316;14375;3917;3507;
6318;14828;8556;2983;
6320;15057;14830;1013;
6325;15061;9194;4459;
6326;14626;4093;4110;
6327;14671;14496;5210;
6340;14886;9496;5536;
6349;14707;8218;4623;
6351;14545;4226;4165;
6359;14669;7436;3411;
6365;14581;3881;4130;
6366;14346;3061;4143;
6367;14963;10096;4682;
6369;14787;8578;4791;
6381;14770;9241;4480;
6382;14846;9880;3745;
6383;14659;8664;4305;
6384;14765;5264;4855;
6387;14820;2443;5087;
6395;14995;8232;4428;
6408;14631;13753;3396;
6412;14364;9795;1789;
6416;14916;8121;4986;
6418;15028;4526;3186;
6419;14612;9685;4874;
6420;14413;10135;3489;
6424;14885;13320;2443;
6430;14947;12549;2980;
6436;15069;8124;5280;
6440;14586;4675;4774;
6448;14824;4238;4885;
6449;14873;9063;4688;
6450;14967;13903;4537;
6453;14535;8581;4585;
6459;14622;13902;3089;
6460;14674;8469;5457;
6464;14972;8291;3063;
6470;14710;7888;5285;
6472;14999;7886;4462;
6476;14642;9018;4587;
6481;14911;11309;3849;
6490;14326;12359;3807;
6495;14612;9689;4839;
6498;14440;9578;4645;
6505;14916;8036;5078;
6507;14369;5728;4951;
6512;14666;13773;2543;
6517;14748;14588;4394;
6520;14413;10187;3354;
6524;14866;5051;3613;
6529;14557;8188;3031;
6530;14463;12873;3025;
6533;14340;6197;2657;
6546;15005;8973;5563;
6553;15010;9682;4126;
6563;14580;6185;5500;
6574;14493;8527;5202;
6575;14601;4235;4669;
6586;14567;10525;3881;
6587;14995;8344;4446;
6589;15012;13669;4423;
6593;14707;8193;4404;
6594;14401;8528;4764;
6596;14701;7714;4095;
6598;14984;8788;5243;
6601;14582;8910;4583;
6602;14982;4577;4725;
6608;14636;9477;4187;
6609;14876;10390;4157;
6611;14772;13020;3220;
6625;14326;12405;3708;
6627;14776;10195;1967;
6635;14745;13346;3810;
6637;15050;7151;3509;
6640;14902;14376;2135;
6642;14507;14887;1887;
6649;14705;15107;1287;
6653;14469;4410;3161;
6659;14994;9675;4186;
6660;14577;5961;2694;
6664;14828;8645;2917;
6666;14481;4075;3681;
6669;14667;9220;4608;
6671;14817;9847;5685;
6674;14601;4321;4868;
6684;14373;4468;4742;
6687;14455;8579;5427;
6690;14838;7793;4486;
6706;14554;7168;5758;
6712;14791;8725;5237;
6716;14886;9484;5489;
6721;14582;8927;4535;
6727;14626;4109;4131;
6728;14787;8550;4769;
6729;14707;8191;4592;
6731;14397;2551;4826;
6735;14791;8760;5365;
6738;14642;8944;4576;
6739;14338;9805;5549;
6742;14824;4291;4955;
6751;14946;4845;699;
6752;14458;12869;3320;
6755;14947;12702;2802;
6756;14831;14376;2635;
6758;14946;4893;856;
6759;14529;11752;3187;
6761;14666;13723;2592;
6775;14418;9637;1457;
6782;14992;9317;4371;
6783;14443;14127;4196;
6797;14327;7033;4491;
6798;14468;2645;4457;
6805;14342;8028;5396;
6809;14880;9827;4670;
6825;14338;9754;5586;
6827;15024;9799;4822;
6843;14888;10758;4011;
6848;14616;5561;5025;
6858;14766;11008;3916;
6864;14587;12664;3405;
6865;14862;4523;2730;
6869;15008;14877;2676;
6876;14845;4821;608;
6881;14703;13816;3328;
6890;14602;5012;3315;
6893;14975;12686;2709;
6894;14679;3913;3602;
6895;14925;5376;3552;
6896;14559;5127;3252;
6899;14470;5575;1054;
6901;14845;4817;588;
6903;14517;14372;4388;
6907;14748;14405;4355;
6913;14707;8258;4544;
6919;14336;9962;4908;
6922;15065;8752;4677;
6930;14857;3475;3620;
6932;14887;4180;3374;
6935;14433;14234;4726;
6941;14318;4958;4664;
6943;14756;8171;5087;
6944;14496;13040;3711;
6947;15018;2235;5302;
6949;15051;8578;5203;
6954;14601;4194;4703;
6957;15065;8781;4656;
6958;14707;8207;4609;
6960;14994;9723;4187;
6961;14842;7825;4760;
6962;15019;5472;5271;
6968;14567;10513;3946;
6971;14546;7800;5242;
6972;14439;8871;4820;
6973;14601;4259;4781;
6977;14416;10395;4679;
6983;15072;4240;3738;
6985;14387;12660;2967;
6986;14383;10781;3632;
6987;14492;4467;3113;
6996;14956;8992;1369;
6998;14887;4212;3354;
7005;14436;4385;3363;
7018;14505;5152;633;
7021;14326;12229;3773;
7022;14972;8351;3073;
7024;14953;4946;1428;
7026;14601;4243;4861;
7027;15061;9133;4552;
7030;14975;12723;2780;
7044;14791;8749;5241;
7046;14867;9548;4626;
7047;14397;2533;4611;
7049;14573;7960;5407;
7050;14719;4516;4864;
7051;14535;8575;4452;
7053;14924;13594;4486;
7060;14873;9051;4698;
7084;15027;12071;3675;
7094;14612;9596;4895;
7105;14708;14465;4457;
7106;14672;5339;5063;
7109;14608;5531;1200;
7111;15044;13279;2397;
7123;14350;154;771;
7129;14594;5856;1402;
7136;14399;4748;3201;
7138;14748;14494;4368;
7139;14748;14557;4369;
7142;14787;8539;4767;
7149;14473;13675;3594;
7150;14440;9635;4656;
7152;14698;12824;2622;
7158;14584;9605;5501;
7169;14586;4636;4746;
7176;14707;8179;4526;
7183;14581;3752;4020;
7186;15012;13675;4308;
7190;14889;7932;4755;
7192;14416;10422;4490;
7193;14833;9045;5389;
7196;14332;9150;5347;
7202;14889;8001;4748;
7203;14336;9944;4922;
7210;14383;10843;3711;
7214;14912;8738;2064;
7221;14386;7816;6004;
7222;14326;12373;3777;
7225;14776;10200;1836;
7226;14662;5743;3033;
7227;15001;12923;2871;
7228;14387;12689;2940;
7230;14747;14879;2361;
7231;14387;12781;2959;
7232;14610;13556;3883;
7234;14558;12543;3028;
7238;14959;10348;1675;
7239;14379;13531;2917;
7242;14622;13838;3120;
7249;14387;12785;2857;
7268;14397;2569;4879;
7272;14537;7791;4716;
7275;14383;10741;3590;
7278;14439;8857;4833;
7280;14534;14539;4957;
7284;14416;10625;4450;
7287;14653;4671;4349;
7291;14332;9087;5245;
7292;14873;9043;4706;
7308;14558;12532;2999;
7318;15065;8759;4668;
7321;14701;7746;4201;
7322;14806;7917;5184;
7324;14535;8628;4470;
7328;14876;10455;3999;
7340;14516;10439;1989;
7349;14756;8219;5041;
7353;14754;8799;2374;
7354;15022;15828;636;
7357;14703;13747;3338;
7367;14757;4981;1644;
7368;14854;8342;4743;
7369;14887;4213;3384;
7374;14791;8635;5308;
7377;14919;13211;3685;
7380;14496;13000;3645;
7382;14463;12913;3268;
7396;14887;4077;3406;
7398;14824;4135;4910;
7400;14724;4982;4911;
7405;14842;7854;4761;
7411;14521;4705;4495;
7413;14820;2394;5107;
7418;14336;9915;4918;
7429;14374;5008;4770;
7453;14901;4787;403;
7455;14836;2589;4985;
7457;14763;4782;3683;
7458;14470;5347;937;
7464;14481;4041;3621;
7469;14596;13630;2616;
7471;14994;9652;4194;
7478;14733;11360;515;
7493;15061;9234;4513;
7498;14923;1935;5444;
7500;15010;9767;4085;
7507;14937;3396;3679;
7510;14416;10327;4812;
7511;14963;10078;4656;
7536;14983;8931;5352;
7539;15038;2436;5035;
7542;14667;9400;4623;
7548;14676;5436;4878;
7550;14838;7789;4526;
7551;14521;4704;4458;
7562;14601;4302;4813;
7563;14963;10019;4748;
7564;14530;14550;5391;
7578;14614;8100;4916;
7579;14640;13445;1353;
7580;14991;4680;2938;
7587;14937;3412;3662;
7588;14685;13157;2785;
7597;14459;4769;2081;
7599;14524;4518;3778;
7609;14976;14270;2232;
7612;14867;9475;4644;
7613;14770;9229;4473;
7616;14791;8693;5229;
7618;14526;4841;4623;
7640;14824;4327;4949;
7644;14642;9007;4602;
7645;14612;9567;4880;
7648;14510;7749;5133;
7649;14791;8656;5248;
7654;14719;4557;4820;
7655;14582;8918;4569;
7659;15048;9261;5367;
7667;14521;4732;4528;
7675;14676;5546;4945;
7681;14504;8258;5179;
7686;14724;5014;4938;
7689;15010;9745;3975;
7690;14972;8264;3059;
7691;14740;13343;2398;
7693;14975;12782;2688;
7695;14667;9375;4520;
7696;14825;13869;3160;
7704;14845;4781;515;
7705;14421;8139;4828;
7706;14412;9237;1223;
7709;14421;8135;4792;
7712;15025;5425;3163;
7713;14974;11547;3481;
7726;14516;10366;1731;
7727;14798;13734;4124;
7728;14901;4921;328;
7733;14526;4769;4562;
7738;14836;2551;5040;
7740;14383;10818;3659;
7742;14543;4361;3474;
7746;14787;8614;4715;
7748;14876;10571;4033;
7756;14586;4645;4775;
7762;14612;9730;4865;
7765;14849;8390;5129;
7772;15010;9670;4134;
7779;14345;14107;4685;
7781;14952;10882;3820;
7783;15027;12083;3680;
7786;14673;9568;4426;
7791;14634;4038;4116;
7798;14626;4078;4150;
7801;14336;9774;4877;
7804;14612;9708;4875;
7805;14667;9421;4575;
7816;14401;8497;4748;
7819;14721;4879;1129;
7823;14721;4908;1187;
7824;14598;13717;3833;
7825;14732;13483;3821;
7829;14662;5866;2934;
7830;14492;4527;3105;
7839;14900;9998;2322;
7843;14555;7520;3273;
7844;14867;9418;4620;
7848;14439;8752;4839;
7850;14504;8266;5151;
7853;14468;2572;4538;
7855;14416;10605;4881;
7860;14994;9665;4178;
7865;14568;4268;5305;
7876;14393;9706;4354;
7878;14582;8867;4624;
7885;14982;4427;4686;
7886;14439;8870;4809;
7887;14607;8067;5117;
7890;14806;7953;5297;
7892;15065;8805;4652;
7893;14668;15561;5419;
7897;14821;9009;5632;
7900;14938;8977;4730;
7910;14336;9882;4910;
7911;14636;9592;4197;
7925;14333;14629;4621;
7926;14972;8312;3069;
7934;14662;5840;2957;
7936;14776;10216;1869;
7937;15010;9675;4109;
7940;14898;8602;2729;
7942;14463;12963;3202;
7947;14415;13101;2635;
7950;14588;14273;4299;
7956;14885;13339;2420;
7960;14953;4955;1500;
7961;14516;10413;1882;
7963;14507;14963;1824;
7964;15061;9128;4533;
7969;14541;8102;5310;
7987;14849;8391;5107;
7988;14787;8618;4790;
7992;15048;9249;5372;
7999;14924;13728;4550;
8006;14455;8622;5453;
8016;14983;8951;5353;
8020;14521;4739;4574;
8032;14963;10041;4737;
8048;14406;6415;2051;
8055;14845;4816;643;
8057;15025;5419;3176;
8058;14415;13132;2466;
8059;14340;6158;2672;
8064;14340;6050;2737;
8065;14705;15162;1403;
8066;14916;8039;4995;
8069;14415;13226;2466;
8070;14682;10296;3388;
8072;14815;13159;3420;
8073;14994;9628;4203;
8075;14935;13155;2833;
8076;14496;13005;3666;
8078;15028;4467;3179;
8080;14406;6426;2180;
8085;15071;4536;3936;
8088;14911;11311;3860;
8089;14416;10633;4575;
8091;14575;2783;4323;
8093;14439;8751;4825;
8098;14707;8184;4548;
8116;14581;3869;4123;
8118;14967;13768;4570;
8122;14791;8624;5272;
8124;14955;9187;5394;
8127;14999;7917;4388;
8137;14873;9080;4652;
8141;14950;4625;4318;
8149;15024;9942;4793;
8158;14707;8119;4476;
8159;14995;8407;4451;
8165;14685;12973;2659;
8166;14387;12753;3058;
8168;14825;13824;3240;
8169;14458;12771;3398;
8176;14608;5707;1192;
8177;15025;5331;3246;
8181;14908;4824;749;
8204;14642;9100;4592;
8210;14849;8409;5128;
8212;14984;8901;5238;
8224;14930;9832;4454;
8230;14999;7847;4465;
8231;14409;266;5156;
8235;14387;12623;3010;
8237;14991;4679;2958;
8239;14974;11588;3395;
8244;15038;2555;4913;
8245;14867;9418;4610;
8246;14535;8581;4550;
8255;14777;8463;5504;
8258;14886;9362;5485;
8262;14693;8615;5346;
8263;14798;13723;4221;
8271;14611;14051;4500;
8275;14413;10048;3445;
8278;14421;8144;4868;
8284;14901;4841;389;
8289;14912;8816;2292;
8290;14770;9340;4457;
8291;14583;14171;4338;
8298;15001;12828;2843;
8299;14862;4524;2663;
8306;14685;13172;2745;
8332;14607;7888;5150;
8335;14787;8659;4762;
8336;15024;9824;4825;
8343;14546;7776;5238;
8350;14526;4794;4561;
8354;14770;9346;4459;
8371;14374;5053;4797;
8382;15024;9887;4827;
8383;15061;9168;4486;
8385;14825;13905;3194;
8387;14529;11824;3136;
8388;14904;13937;3090;
8389;14972;8414;3048;
8393;15046;4676;3715;
8398;14337;9352;4429;
8400;14687;15148;1607;
8404;14774;10447;2197;
8406;14854;8388;4753;
8410;14399;4688;3139;
8413;14645;13824;2318;
8415;14976;14205;2213;
8430;14416;10379;4856;
8439;14612;9560;4863;
8443;14504;8181;5231;
8444;14537;7795;4695;
8446;14535;8518;4452;
8447;14930;9785;4447;
8449;14521;4709;4392;
8461;14587;12571;3533;
8465;14365;8315;4669;
8467;14365;8333;4693;
8476;14829;8848;4407;
8479;14867;9527;4633;
8480;14601;4213;4838;
8482;14397;2531;4699;
8486;14521;4705;4560;
8492;14833;8997;5266;
8500;14642;8944;4533;
8502;14601;4256;4754;
8508;14551;12436;3687;
8510;14935;13256;2834;
8513;14507;15056;1699;
8516;14900;10033;2227;
8517;15039;928;3772;
8521;14635;6174;1730;
8525;14336;9777;4852;
8526;14854;8334;4737;
8531;14463;12908;3280;
8533;14994;9780;4244;
8545;14967;13966;4465;
8550;14581;3902;4121;
8556;14673;9529;4425;
8558;14373;4408;4773;
8569;14836;2484;5053;
8571;14824;4246;4995;
8578;14334;8792;5784;
8583;14521;4748;4489;
8585;14336;9819;4896;
8589;14659;8734;4276;
8595;14787;8651;4777;
8600;14384;5266;4802;
8604;14636;9393;4207;
8605;14493;8434;5151;
8608;14336;9759;4861;
8616;14756;8133;5076;
8622;14679;3773;3709;
8627;15028;4496;3173;
8630;15001;12904;2757;
8631;14524;4417;3758;
8633;14594;5826;1347;
8635;15003;10718;1803;
8649;14845;4805;547;
8654;14496;13136;3644;
8661;14667;9223;4618;
8669;14416;10428;4884;
8687;15045;14375;4794;
8689;14546;7772;5169;
8695;14547;7292;5666;
8698;14439;8845;4813;
8700;14537;7798;4743;
8716;14798;13697;4217;
8721;14927;4437;4046;
8733;14577;5965;2691;
8734;14507;15037;1746;
8735;14581;3938;4129;
8738;14447;14016;2795;
8743;14845;4808;522;
8754;14614;8041;4945;
8756;14876;10476;4138;
8761;14588;14184;4252;
8772;14601;4323;4837;
8773;14438;7962;5058;
8778;14439;8796;4761;
8780;14612;9620;4897;
8788;14437;7725;3051;
8790;15011;14003;2696;
8793;14867;9519;4614;
8795;14581;3759;4044;
8802;14332;9121;5273;
8803;15004;8489;5601;
8804;14806;8031;5252;
8806;14416;10438;4570;
8811;14756;8239;5044;
8812;15005;8978;5535;
8815;14724;5049;4966;
8817;14568;4519;5105;
8818;14765;5295;4840;
8819;14634;4056;4100;
8823;14318;4879;4653;
8825;14374;4998;4767;
8826;14886;9423;5478;
8831;14493;8500;5205;
8834;14439;8840;4833;
8835;14984;8824;5298;
8848;14368;14605;4507;
8856;14682;10450;3296;
8857;14631;13707;3395;
8862;14901;4985;294;
8867;14419;6586;2363;
8874;14608;5520;1228;
8876;15012;13701;4441;
8880;14610;13501;3837;
8882;14988;8850;1683;
8884;14667;9324;4636;
8893;14492;4670;3050;
8898;14710;7913;5313;
8915;14710;7913;5341;
8924;14579;13961;2963;
8932;14886;9362;5518;
8948;14607;8032;5104;
8965;14666;13669;2644;
8966;14715;4538;2478;
8970;14626;4126;4156;
8971;14794;5137;560;
8973;14502;9985;2494;
8974;14721;4836;939;
8984;14375;3949;3481;
8985;14999;7875;4467;
8986;14942;13151;3301;
8996;14992;9224;4264;
9001;14615;3730;3783;
9012;14416;10642;4531;
9013;14659;8759;4266;
9014;14933;8837;4261;
9016;14876;10400;4061;
9022;14806;7999;5150;
9034;14568;4579;5331;
9050;14707;8176;4567;
9062;14545;4258;4162;
9068;14766;10901;3798;
9077;14416;10317;4796;
9080;14876;10405;4050;
9089;14887;4194;3385;
9094;14685;12944;2701;
9096;14421;8137;4882;
9101;14664;11500;3786;
9109;14885;13385;2622;
9112;14588;14291;4295;
9114;14588;14246;4277;
9116;14891;14167;4301;
9117;14555;7459;3282;
9118;14976;14140;2248;
9119;14412;9170;1210;
9121;15032;4299;3493;
9136;14581;3785;4069;
9147;14338;9825;5544;
9152;14586;4663;4741;
9164;14365;8277;4651;
9177;14791;8656;5302;
9183;14984;8840;5318;
9198;14688;4652;3863;
9199;14775;11851;3496;
9202;14715;4620;2352;
9204;14594;5813;1316;
9206;14754;8779;2505;
9211;14959;10356;1700;
9216;14615;3742;3841;
9225;14634;4005;4130;
9229;14326;12395;3721;
9240;14640;13504;1181;
9243;14673;9663;4425;
9251;14967;13951;4494;
9258;14332;9103;5256;
9271;14572;6010;5554;
9272;14995;8217;4423;
9275;14468;2655;4421;
9276;14930;9827;4406;
9278;14607;8057;5120;
9280;14336;9971;4927;
9292;14332;9035;5254;
9296;14927;4383;4136;
9306;14762;9376;4368;
9311;14876;10369;4116;
9315;14937;3405;3748;
9325;14643;14316;3112;
9329;14794;5048;477;
9330;14902;14633;2070;
9333;14887;4219;3364;
9336;14459;4837;2038;
9340;14475;8133;4382;
9349;14400;14232;2515;
9356;15061;9180;4472;
9362;14924;13549;4551;
9369;14817;10201;5773;
9372;15038;2401;5051;
9382;14369;5629;4942;
9384;14332;9147;5271;
9390;14612;9645;4906;
9393;14765;5103;4803;
9394;14573;7939;5385;
9401;14659;8647;4330;
9418;14770;9235;4421;
9420;14880;9688;4677;
9427;14440;9461;4722;
9431;14481;3997;3622;
9432;14669;7445;3534;
9434;14403;13842;3399;
9435;14602;4982;3284;
9438;14340;6232;2660;
9442;14772;13040;3243;
9443;14772;13069;3250;
9449;14987;14015;2107;
9455;14815;13135;3476;
9457;14505;5184;601;
9471;14795;16163;951;
9484;14597;4991;1920;
9491;14791;8775;5332;
9493;15027;11987;3589;
9494;14416;10375;4704;
9501;14546;7814;5252;
9512;14545;4270;4161;
9528;14659;8710;4283;
9531;14439;8865;4828;
9533;14667;9399;4519;
9536;14416;10672;4460;
9540;14982;4491;4715;
9544;14867;9549;4627;
9553;15040;12712;3117;
9554;14601;4191;4744;
9557;14824;4059;4939;
9569;14465;14857;793;
9575;14328;5975;1489;
9577;15001;12940;2821;
9580;14375;3821;3493;
9585;14901;4823;358;
9588;14738;15016;1101;
9592;15027;12123;3689;
9594;14946;4890;836;
9617;14534;14602;5121;
9622;14677;8692;4449;
9625;14404;4482;4185;
9627;14770;9302;4445;
9630;14821;9102;5673;
9637;14718;3278;3907;
9638;14440;9455;4695;
9640;14436;4400;3419;
9643;14404;4571;4277;
9644;14887;4101;3395;
9645;14827;5405;3375;
9646;14967;13902;4576;
9647;14791;8664;5336;
9649;14937;3401;3718;
9653;15051;8587;5278;
9655;14824;4167;4912;
9660;14867;9397;4606;
9664;14938;9010;4718;
9667;14439;8819;4735;
9671;14999;7991;4372;
9672;14461;8132;5521;
9679;14879;9099;4169;
9682;14775;11936;3552;
9685;14947;12654;2876;
9686;14467;15434;2405;
