LandProvince;SeaZone;x;y;
3631;5445;9109;1951;
3633;5243;8641;1680;
3636;5550;8802;898;
3639;4908;7988;705;
3643;5558;9316;1914;
3645;5404;7781;1601;
3648;5504;8946;1404;
3649;5455;8086;1399;
3650;4902;9946;1275;
3653;5005;8762;1363;
3656;5412;9789;2249;
3657;5064;8882;1690;
3666;5148;8854;1637;
3672;5551;8681;1418;
3673;5132;5166;2553;
3679;5059;8450;986;
3683;4902;9849;1244;
3688;5565;7950;1721;
3689;5560;9758;1936;
3692;5445;9103;1910;
3695;5006;9619;1498;
3700;5504;8931;1491;
3705;5565;7905;1705;
3706;5006;9475;1395;
3707;5504;8973;1407;
3708;5433;9400;1539;
3710;5565;7911;1718;
3719;5021;8705;680;
3721;5408;7880;1388;
3723;5233;9290;1537;
3730;5420;8354;1398;
3742;5383;9712;353;
3745;5529;10002;1505;
3756;5202;9526;1966;
3757;4930;9807;4405;
3762;5006;9442;1438;
3770;5173;7805;1019;
3773;5112;7785;949;
3776;5064;8878;1671;
3780;4898;9042;894;
3783;5273;8146;1661;
3784;5006;9665;1470;
3786;5254;4729;2410;
3790;4902;9747;1265;
3796;5403;5476;2772;
3798;5233;9234;1565;
3806;5581;7784;1555;
3808;5455;7958;1391;
3823;4982;10416;1479;
3828;5148;8922;1589;
3836;5554;8958;4698;
3837;5439;9082;1478;
3844;5614;9289;772;
3845;4982;10421;1588;
3847;5139;7912;761;
3856;5561;8366;1691;
3857;5006;9493;1376;
3858;5561;8326;1581;
3867;5070;8181;926;
3874;5496;9804;1707;
3877;5496;9737;1720;
3879;5276;7909;857;
3882;5372;7922;885;
3889;4982;10355;1283;
3890;5070;8179;927;
3892;5581;7797;1503;
3902;5059;8522;944;
3903;5617;8560;937;
3907;5560;9646;1957;
3908;5399;8964;884;
3909;4996;10550;5484;
3911;5202;9607;1942;
3914;5372;7908;928;
3917;5504;8913;1380;
3923;5336;9282;1769;
3928;5561;8252;1709;
3930;5107;8084;824;
3932;5383;9919;364;
3937;4903;9447;1675;
3939;5590;9914;1337;
3940;5064;8915;1646;
3949;4959;9682;1794;
3957;5570;8535;524;
3960;5107;8037;822;
3964;5571;8981;556;
3966;5452;9396;661;
3970;5433;9440;1535;
3971;5529;10077;1426;
3976;5254;4680;2176;
3978;5550;8898;814;
3982;5357;8778;794;
3985;5208;8960;1600;
3991;5233;9237;1525;
3998;5059;8411;985;
3999;5434;9348;411;
4003;5173;8052;1040;
4009;5565;7862;1678;
4011;5434;9175;394;
4013;5041;8097;1774;
4014;5357;8671;866;
4018;4982;10416;1611;
4021;5213;5324;1131;
4023;5076;7770;1028;
4029;5150;9553;587;
4031;4978;9318;4927;
4032;5056;8751;4222;
4036;5550;8849;916;
4046;4903;9476;1687;
4047;5576;9732;2137;
4049;5070;8216;1027;
4050;4959;9800;1845;
4051;5322;8101;1062;
4053;5576;9783;2027;
4056;5393;5395;2668;
4061;5439;9073;1518;
4064;5627;9193;1624;
4066;5383;9664;315;
4067;5273;8170;1626;
4069;5305;9039;216;
4071;5107;8051;816;
4083;5561;8385;1690;
4093;5550;8877;908;
4095;5208;8997;1538;
4096;5107;8062;801;
4097;5372;8055;939;
4098;5059;8389;997;
4102;5617;8639;932;
4113;5422;9125;1890;
4114;5101;8590;1688;
4117;5561;8376;1555;
4121;4902;9797;1259;
4124;4930;9772;4305;
4125;4987;8116;1256;
4132;5005;8778;1370;
4140;5372;7992;953;
4143;5150;9604;561;
4145;5101;8471;1692;
4157;5415;8306;1046;
4158;5468;14400;4010;
4161;5112;7751;918;
4162;5178;9643;1226;
4163;5439;9080;1507;
4168;5357;8682;912;
4172;5399;8932;898;
4181;5558;9332;1781;
4188;5612;4555;2382;
4189;5433;9449;1524;
4190;5233;9367;1545;
4194;5322;8196;1123;
4195;5482;8087;1155;
4197;5434;9265;454;
4201;5637;4632;2250;
4203;4979;10160;2760;
4207;5627;9148;1595;
4210;5208;8953;1539;
4211;5415;8386;1027;
4212;5561;8320;1701;
4214;5585;5491;865;
4215;5529;9999;1387;
4216;5433;9482;1531;
4217;5439;8988;1514;
4222;5551;8700;1436;
4224;5336;9276;1624;
4233;5239;9616;1696;
4235;5614;9304;728;
4242;5576;9715;2081;
4264;5571;8981;528;
4268;4987;8165;1324;
4276;5570;8666;443;
4281;5446;9745;1459;
4285;5353;8599;1351;
4288;5233;9269;1593;
4289;5105;9670;207;
4291;5372;8061;912;
4301;5452;9554;644;
4303;5202;9577;1939;
4305;4890;7374;2067;
4306;5415;8401;1018;
4307;5233;9382;1663;
4309;5090;4387;2361;
4313;5357;8750;842;
4314;5415;8282;1049;
4317;4982;10465;1534;
4321;5452;9531;633;
4325;4898;9157;864;
4327;5627;9177;1634;
4328;5614;9227;694;
4330;5565;7834;1687;
4331;5005;8776;1295;
4332;5576;9716;2105;
4347;5529;10092;1469;
4348;5202;9434;1942;
4349;5276;7875;860;
4362;4982;10440;1667;
4380;5570;8711;465;
4392;4982;10355;1415;
4397;5452;9453;666;
4404;4925;9095;630;
4406;5101;8562;1691;
4409;4978;9107;4951;
4415;5322;8167;1124;
4421;4908;8001;753;
4424;5565;7933;1732;
4430;5094;8615;1477;
4431;5452;9249;638;
4441;5452;9327;662;
4446;5617;8605;919;
4452;5504;8871;1460;
4454;5617;8574;846;
4455;5514;8572;825;
4456;5173;7998;1048;
4459;5273;8163;1636;
4463;5560;9754;1940;
4466;5086;5636;1060;
4470;5395;8770;1660;
4471;5336;9231;1699;
4472;5617;8585;850;
4474;5225;8677;1740;
4475;5055;5641;969;
4479;5372;7981;844;
4482;5005;8823;1417;
4483;5059;8462;940;
4488;5491;5379;2637;
4494;5229;7198;431;
4496;5259;8638;774;
4502;4903;9430;1654;
4504;5529;10056;1495;
4506;5173;7969;1017;
4511;4902;9941;1270;
4518;5372;8005;878;
4526;5107;8047;823;
4528;5372;7913;938;
4531;5576;9767;2204;
4536;5059;8421;1012;
4544;5372;8054;907;
4545;5439;9078;1530;
4548;5357;8633;837;
4552;5006;9649;1480;
4558;5404;7810;1683;
4559;0;8915;707;
4560;5353;8635;1364;
4561;5613;4832;2544;
4571;5637;4590;2352;
4575;5273;8235;1504;
4576;5021;8660;661;
4578;5504;8944;1392;
4583;5415;8368;1019;
4588;5233;9232;1522;
4592;5070;8216;1026;
4594;5343;8432;572;
4598;5233;9420;1639;
4599;5372;7975;875;
4604;5241;4621;2161;
4607;5529;9927;1506;
4608;5357;8718;859;
4616;5445;9099;1931;
4618;5056;8780;4271;
4619;5482;8129;1157;
4620;4903;9418;1690;
4622;5454;10732;2155;
4623;5254;4823;2355;
4625;5233;9375;1513;
4630;4982;10357;1383;
4635;5225;8651;1827;
4636;5173;8028;1030;
4637;5290;5202;1083;
4644;5631;8841;1512;
4647;5505;7482;2109;
4651;4979;10146;2699;
4658;5571;9003;612;
4664;5233;9355;1533;
4669;5446;9856;1491;
4671;5208;9005;1539;
4673;5565;7893;1687;
4674;5021;8647;749;
4679;5139;7884;722;
4692;5372;8006;970;
4698;5101;8615;1677;
4703;5404;7792;1634;
4705;5395;8835;1682;
4706;5322;8261;1081;
4708;4967;8522;1383;
4718;5041;8071;1773;
4725;5422;9151;1879;
4730;5433;9505;1507;
4739;5273;8108;1681;
4740;5404;7796;1683;
4743;5178;9664;1252;
4744;5233;9426;1621;
4749;5006;9515;1324;
4754;5005;8813;1288;
4757;5529;9977;1370;
4760;5322;8228;1053;
4766;5561;8431;1702;
4767;5005;8754;1357;
4769;5581;7771;1576;
4771;5070;8197;959;
4773;5322;8263;1065;
4777;5148;8852;1523;
4779;5021;8703;708;
4791;5357;8740;827;
4793;5629;8632;1561;
4794;5343;8448;633;
4796;5233;9275;1514;
4800;4902;9980;1229;
4801;5482;8055;1151;
4808;5004;7987;1080;
4815;5322;8243;1046;
4822;5579;5341;724;
4823;5372;7970;857;
4824;5005;8745;1309;
4826;5233;9307;1605;
4830;5259;8584;781;
4835;5107;8069;819;
4839;5233;9313;1603;
4842;5254;4649;2375;
4844;5565;7952;1751;
4848;5238;5438;1084;
4849;5357;8717;876;
4851;4908;8056;745;
4872;5446;9712;1458;
4873;5372;8034;868;
4876;5059;8460;973;
4878;4903;9495;1698;
-1;-1;-1;-1;
